V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
-0.0964028942047798,-0.5096906135578736,2.831065543459373,-1.4512457451277718,-0.0694655903308295,0.8750045764165092,0.2315681881457026,-0.0671145330691782,0.596822518625633,0.4309600883778142,-2.268393863531616,0.67978141685124,1.2764220391453598,-0.0149539175529276,-2.3412772398035138,0.9442247504225608,0.6248281901850042,-0.352862618743497,0.5063460307326918,0.1509858493566503,-0.0761745077420641,0.6038745910450068,-0.4922857044167546,-0.3924349309492004,1.141440279245152,-0.153034957462276,0.1929516012258291,0.2048795114249698,4685.37
-0.394248164135104,0.2035714746712114,0.4512649008557085,-0.2330741268701148,0.1499596535546592,0.6620367687579716,0.3525969501573102,0.114533563487628,0.7066597909605754,0.9483019120950246,-2.0545067923064675,0.462775840771584,-0.7756340341444915,1.0137974743814542,0.3736852928075935,0.082484398403599,0.6962619851540774,0.1441381071188071,0.5378571677058361,0.2024061529240964,-0.162210316481704,-0.1028533925044772,-0.1046580567290321,-1.3063469699104222,0.3247670837929861,-0.3236054057307596,0.5269169075519446,0.6441149852216634,15209.04
0.0283983989455818,0.0154535116059352,-0.0313248087987628,0.2586394360359608,0.1442469143293391,0.3267565684486342,-0.0249215553531827,-0.0238995704217793,-0.3131306858862134,-0.1065195192332096,0.5045827800477618,-0.3438250275141691,0.1096709035192518,-0.4907184769667213,0.0930223147773599,-0.1451164674600727,-0.4955237155174795,-0.0730669019254623,-0.6043955835649218,0.0433784631477659,0.0877789127409662,0.2737273614070176,-0.2743578093915975,-1.1644081560024988,0.907545761540019,-0.0148851008923949,-0.0927596518217622,0.1290728492858868,15342.94
-0.936712988980984,0.7998775751679646,-1.1305435031450393,1.1560023744307624,-1.1192469163011842,-2.06823142320582,-1.406404240737512,0.6627683560167988,-1.5197204512057152,-1.9148145025866417,1.9111482467364584,-1.8008955635594848,0.2014060126378973,-1.8616515310302129,1.523107402214235,-2.063020319796554,-2.1824130700376485,-2.05975731131931,2.3449918292788263,1.0835296230274785,0.6548195420225538,0.0113389080832408,-0.086200076821158,0.853590013486033,0.1095264971998146,0.6247719790901449,2.587324222975512,1.2765013276389456,20573.25
-0.1669009168931708,-0.2475221245807819,1.581198413523461,-0.5013825470915048,0.3168904359639352,0.5222492843537112,0.7722249334897806,-0.1045203742211514,0.3341740324191999,0.3896297452719846,-0.1666621817294569,0.7370627066122023,-1.8390618015550504,0.9405371453553972,-1.2924773523594464,0.2738293570571831,0.4113021132798363,0.1522803140658401,-0.822726160093989,-0.4640369233356777,-0.0845585619953157,0.0728922973479659,-0.1943602497610782,0.4192047226531863,0.2319125890963661,-1.2431670498246086,-0.2682582950154707,0.1494240042950606,173.31
-0.0313092855447244,-0.1969968766448886,0.6571657673062795,-1.60521449587864,1.8291750524789283,2.1323334437810693,0.6561263436627007,0.0069029716363212,0.1623534893563525,0.3020040962678001,-0.611522318113691,0.3525423945644098,-0.1422064659128417,0.4845797522969543,0.8394551018106102,1.1556611656672486,0.2081956667731769,0.4835894946714767,-0.5098845709045702,-0.0367568654324743,-0.2424044722674807,-0.9799645149916044,-0.275347697131804,2.060602151227941,0.5017958939353697,0.0007532657148922,-0.4274572466714652,-0.48275637604453,19295.99
0.1644541465654794,-0.457046407657901,1.2118731843007426,-1.4017484050189786,-0.0071501908356382,0.327437546608934,0.4608338506117697,-0.1071888198104434,1.1900431631476702,0.2198898445145806,0.0622659769562856,1.1479775812564186,-1.2231067346073676,0.96588999883482,1.1157062260178194,-0.0941860906731803,0.6291148087355329,0.5346941960810859,1.170576549895008,-0.1162539510390701,-0.0026729492897177,0.8209940937650567,0.1373732365351799,0.5700132497214463,-1.7580774859128538,-0.046805213977183,0.0582911955304161,0.4048199735141718,12046.48
0.7948129420188029,-0.5734759914597891,1.050949312969201,-0.0848866945509015,-0.0160660710856896,0.7088035045618315,0.2729381965094313,-0.0727524447885572,1.0086442756258378,0.5559274530462712,-0.1302989960847582,1.2670249376914675,-1.344242957393906,0.7645089015078147,-0.9505496027469964,0.2048304876525942,0.5136059809627731,0.2201303996501938,-0.3348780649562251,-0.3019622750357142,-0.0743723605788307,0.2579333890162151,-0.1345123585178474,0.5018435545735762,0.7260162112223926,-0.661394554397035,-0.1769421384025743,-0.0423847006894752,2259.2
-0.2366036611832521,0.0592392106421145,-0.1916888000401432,0.860160526718139,-0.0742571179414296,0.9554624140971598,0.468600567145186,-0.1155930600280831,-0.489858731178988,0.1016773575284784,0.3270112522999502,-0.4302001634632019,0.1151476258498711,-0.6618148001058254,-0.0094082724440745,-0.2810022285820608,-0.1121242136113669,0.0811781414118272,1.323839739280228,-0.0133644021810644,-0.1311171191728957,-0.369438974081972,0.4970365174530174,0.1086101912546262,-0.6807573192018249,0.5592090836645043,-0.2964513018409745,-1.263203890718977,8996.3
-0.1712697439103149,0.9639143531078374,-1.0467802832650823,1.4544974526473589,0.2903734013647295,-0.8546725554943881,-0.3384635495268302,0.2865655429139583,-1.3834331369398556,-0.7280680832643526,1.2831215264964344,-0.870854557226478,0.8572896434052004,-1.5046325130724028,0.3702777217857061,-0.3258130830750086,-0.032822384536207,0.8416656700315389,0.4622272542981627,0.6533577257420952,0.1113033836065362,-0.4666754533245186,0.0014261177917769,-1.8456714018541505,0.0069746438803947,1.1378902087044316,0.4696163437250622,0.258304769447579,18717.13
